Course Code,Course Name,Learner ID,Department,Assigned On,Started,Completion Status,Progress %,Score,Assessment Passed,Completed On,Due Date
code-of-conduct-2026,Code of Conduct Refresh,L00034,Finance,02/02/2026,1,Completed,100%,79.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00035,Technology,02/02/2026,1,Completed,100%,73.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00036,Marketing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00037,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00038,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00039,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00040,Marketing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00041,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00042,Marketing,02/02/2026,1,Completed,100%,70.7,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00043,Finance,02/02/2026,1,Completed,100%,70.0,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00044,Sales,02/02/2026,1,Completed,100%,62.9,No,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00045,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00046,HR,02/02/2026,1,Completed,100%,63.9,No,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00047,Technology,02/02/2026,1,Completed,100%,87.6,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00048,Technology,02/02/2026,1,Completed,100%,70.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00049,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00050,Technology,02/02/2026,1,Completed,100%,76.0,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00051,Manufacturing,02/02/2026,1,Completed,100%,87.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00052,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00053,Technology,02/02/2026,1,Completed,100%,77.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00054,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00055,Marketing,02/02/2026,1,Completed,100%,79.2,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00056,Manufacturing,02/02/2026,1,Completed,100%,94.8,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00057,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00058,Manufacturing,02/02/2026,1,Completed,100%,90.5,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00059,Sales,02/02/2026,1,Completed,100%,87.8,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00060,Marketing,02/02/2026,1,Completed,100%,84.5,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00061,Marketing,02/02/2026,1,Completed,100%,68.9,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00062,Operations,02/02/2026,1,Completed,100%,82.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00063,Legal,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00064,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00065,Technology,02/02/2026,1,Completed,100%,90.0,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00066,Manufacturing,02/02/2026,1,Completed,100%,68.2,No,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00067,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00068,Technology,02/02/2026,1,Completed,100%,80.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00069,Technology,02/02/2026,1,Completed,100%,86.5,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00070,Sales,02/02/2026,1,Completed,100%,77.5,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00071,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00072,Marketing,02/02/2026,1,Completed,100%,77.3,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00073,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00074,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00075,Marketing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00076,Sales,02/02/2026,1,Completed,100%,74.3,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00077,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00078,Operations,02/02/2026,1,Completed,100%,72.2,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00079,Marketing,02/02/2026,1,Completed,100%,83.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00080,Technology,02/02/2026,1,Completed,100%,96.9,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00081,Sales,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00082,Technology,02/02/2026,1,Completed,100%,86.6,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00083,Marketing,02/02/2026,1,Completed,100%,64.7,No,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00084,Technology,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00085,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00086,Technology,02/02/2026,1,Completed,100%,89.3,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00087,Operations,02/02/2026,1,Completed,100%,83.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00088,Marketing,02/02/2026,1,Completed,100%,91.7,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00089,HR,02/02/2026,1,Completed,100%,99.7,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00090,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00091,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00092,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00093,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00094,Technology,02/02/2026,1,Completed,100%,87.4,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00095,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00096,Technology,02/02/2026,1,Completed,100%,79.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00097,Operations,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00098,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00099,HR,02/02/2026,1,Completed,100%,72.3,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00100,Manufacturing,02/02/2026,1,Completed,100%,79.2,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00101,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00102,HR,02/02/2026,1,Completed,100%,74.6,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00103,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00104,Technology,02/02/2026,1,Completed,100%,69.1,No,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00105,Operations,02/02/2026,1,Completed,100%,93.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00106,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00107,Marketing,02/02/2026,1,Completed,100%,89.2,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00108,Finance,02/02/2026,1,Completed,100%,73.1,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00109,Technology,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00110,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00111,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00112,Finance,02/02/2026,1,Completed,100%,79.3,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00113,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00114,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00115,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00116,Legal,02/02/2026,1,Completed,100%,75.3,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00117,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00118,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00119,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00120,Finance,02/02/2026,1,Completed,100%,88.4,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00121,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00122,Technology,02/02/2026,1,Completed,100%,93.2,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00123,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00124,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00125,HR,02/02/2026,1,Completed,100%,83.6,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00126,Finance,02/02/2026,1,Completed,100%,84.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00127,Finance,02/02/2026,1,Completed,100%,74.0,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00128,Operations,02/02/2026,1,Completed,100%,68.9,No,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00129,Technology,02/02/2026,1,Completed,100%,73.3,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00130,Operations,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00131,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00132,Marketing,02/02/2026,1,Completed,100%,79.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00133,Manufacturing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00134,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00135,HR,02/02/2026,1,Completed,100%,79.1,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00136,Finance,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00137,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00138,Sales,02/02/2026,1,Completed,100%,93.8,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00139,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00140,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00141,HR,02/02/2026,1,Completed,100%,91.6,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00142,Operations,02/02/2026,1,Completed,100%,69.1,No,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00143,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00144,Manufacturing,02/02/2026,1,Completed,100%,94.7,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00145,Technology,02/02/2026,1,Completed,100%,96.2,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00146,Manufacturing,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00147,Technology,02/02/2026,1,Completed,100%,81.0,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00148,Marketing,02/02/2026,1,Completed,100%,75.8,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00149,Technology,02/02/2026,1,Completed,100%,82.0,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00150,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00151,Technology,02/02/2026,1,Completed,100%,77.4,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00152,Technology,02/02/2026,1,Completed,100%,84.5,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00153,Operations,02/02/2026,1,Completed,100%,75.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00154,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00155,Marketing,02/02/2026,1,Completed,100%,87.9,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00156,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00157,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00158,Manufacturing,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00159,Sales,02/02/2026,1,Completed,100%,61.8,No,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00160,Operations,02/02/2026,1,Completed,100%,75.6,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00161,Operations,02/02/2026,1,Completed,100%,83.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00162,Sales,02/02/2026,1,Completed,100%,68.6,No,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00163,Marketing,02/02/2026,1,Completed,100%,81.7,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00164,Marketing,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00165,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00166,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00167,Legal,02/02/2026,1,Completed,100%,82.8,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00168,Legal,02/02/2026,1,Completed,100%,69.3,No,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00169,Operations,02/02/2026,1,Completed,100%,82.8,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00170,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00171,HR,02/02/2026,1,Completed,100%,90.2,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00172,Sales,02/02/2026,1,Completed,100%,70.3,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00173,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00174,Technology,02/02/2026,1,Completed,100%,78.1,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00175,HR,02/02/2026,1,Completed,100%,98.8,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00176,Technology,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00177,Technology,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00178,Sales,02/02/2026,1,In Progress,25%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00179,Marketing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00180,Legal,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00181,Operations,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00182,Sales,02/02/2026,1,Completed,100%,85.8,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00183,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00184,Manufacturing,02/02/2026,1,Completed,100%,86.5,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00185,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00186,Manufacturing,02/02/2026,1,Completed,100%,85.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00187,Marketing,02/02/2026,1,Completed,100%,93.0,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00188,Technology,02/02/2026,1,Completed,100%,79.5,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00189,Legal,02/02/2026,1,Completed,100%,97.5,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00190,Marketing,02/02/2026,1,Completed,100%,82.8,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00191,Finance,02/02/2026,1,Completed,100%,78.3,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00192,Manufacturing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00193,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00194,Technology,02/02/2026,1,Completed,100%,95.4,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00195,Finance,02/02/2026,1,Completed,100%,82.5,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00196,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00197,Technology,02/02/2026,1,Completed,100%,78.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00198,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00199,Manufacturing,02/02/2026,1,Completed,100%,70.2,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00200,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00201,Technology,02/02/2026,1,Completed,100%,74.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00202,Technology,02/02/2026,1,Completed,100%,98.2,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00203,Manufacturing,02/02/2026,1,Completed,100%,94.9,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00204,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00205,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00206,Technology,02/02/2026,1,Completed,100%,61.6,No,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00207,Manufacturing,02/02/2026,1,Completed,100%,78.2,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00208,Sales,02/02/2026,1,Completed,100%,78.7,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00209,Technology,02/02/2026,1,Completed,100%,73.8,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00210,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00211,Manufacturing,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00212,Marketing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00213,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00214,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00215,Sales,02/02/2026,1,Completed,100%,78.3,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00216,HR,02/02/2026,1,Completed,100%,80.9,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00217,Technology,02/02/2026,1,Completed,100%,77.0,Yes,30/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00218,Sales,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00219,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00220,Finance,02/02/2026,1,Completed,100%,76.1,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00221,Operations,02/02/2026,1,In Progress,55%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00222,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00223,Marketing,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00224,Sales,02/02/2026,1,Completed,100%,79.8,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00225,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00226,Marketing,02/02/2026,1,Completed,100%,80.6,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00227,Finance,02/02/2026,1,In Progress,40%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00228,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00229,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00230,Marketing,02/02/2026,1,Completed,100%,80.7,Yes,06/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00231,Finance,02/02/2026,1,Completed,100%,69.2,No,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00232,HR,02/02/2026,1,Completed,100%,100.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00233,Operations,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00234,Finance,02/02/2026,1,Completed,100%,82.8,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00235,Technology,02/02/2026,1,Completed,100%,73.5,Yes,19/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00236,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00237,Technology,02/02/2026,1,Completed,100%,82.8,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00238,Manufacturing,02/02/2026,1,In Progress,10%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00239,Sales,02/02/2026,1,In Progress,70%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00240,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00241,Sales,02/02/2026,0,Not Started,0%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00242,Finance,02/02/2026,1,Completed,100%,100.0,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00243,Finance,02/02/2026,1,Completed,100%,86.3,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00244,HR,02/02/2026,1,Completed,100%,89.4,Yes,29/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00245,Marketing,02/02/2026,1,Completed,100%,87.3,Yes,31/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00246,Technology,02/02/2026,1,In Progress,85%,,,,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00247,Manufacturing,02/02/2026,1,Completed,100%,75.7,Yes,26/03/2026,31/03/2026
code-of-conduct-2026,Code of Conduct Refresh,L00248,Manufacturing,02/02/2026,0,Not Started,0%,,,,31/03/2026
